interaction_id,timestamp_utc,use_case,model_provider,model_name,cost_usd,latency_ms,proba_failure,action_review
INT003048,2025-02-10 16:19:59+00:00,content_writing,anthropic,claude-3.5-sonnet,0.35328,752,0.22160833805576438,True
INT007190,2025-03-19 10:20:31+00:00,internal_qa,openai,gpt-4o-mini,0.0289999999999999,1909,0.22085253388121817,True
INT003897,2025-02-20 08:37:15+00:00,coding_assistant,openai,gpt-4.1,0.8124,614,0.21962926473409486,True
INT007658,2025-03-07 22:59:21+00:00,customer_support,mistral,mistral-large,0.1580399999999999,1836,0.21938406882439251,True
INT002061,2025-03-15 01:01:49+00:00,customer_support,mistral,mistral-large,0.18936,2748,0.219205541350084,True
INT006120,2025-02-11 19:08:48+00:00,customer_support,meta,llama-3.1-70b,0.3378,2372,0.21912245507804207,True
INT005462,2025-03-07 22:07:17+00:00,customer_support,openai,gpt-4o-mini,0.02948,951,0.21813737023992522,True
INT005390,2025-02-02 08:43:17+00:00,customer_support,google,gemini-1.5-pro,0.4432,536,0.2179341179398906,True
INT002381,2025-04-01 16:42:36+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.17792,1119,0.21754951943346174,True
INT002554,2025-04-21 07:41:40+00:00,customer_support,mistral,mistral-large,0.12732,1848,0.21752071104493315,True
INT002199,2025-03-30 04:23:17+00:00,customer_support,google,gemini-1.5-pro,0.6944,1167,0.2164380015963878,True
INT005804,2025-03-07 22:56:20+00:00,customer_support,openai,gpt-4.1,0.6279999999999999,1111,0.21603658297389863,True
INT001331,2025-02-10 15:25:13+00:00,content_writing,openai,gpt-4o-mini,0.0209999999999999,2304,0.21487689987971462,True
INT001145,2025-02-03 15:11:22+00:00,customer_support,openai,gpt-4o-mini,0.03008,1351,0.21424946846927506,True
INT003613,2025-04-11 17:06:00+00:00,data_analysis,openai,gpt-4o-mini,0.0068,1587,0.2142250570156673,True
INT005562,2025-02-19 20:32:26+00:00,customer_support,mistral,mistral-large,0.12516,2701,0.2142011011774459,True
INT007109,2025-04-21 07:50:34+00:00,customer_support,local,custom-local-8b,0.00092,861,0.2139870572870738,True
INT007263,2025-02-26 23:16:47+00:00,customer_support,google,gemini-1.5-pro,0.48832,912,0.21372910117157312,True
INT000327,2025-03-28 09:50:41+00:00,content_writing,anthropic,claude-3.5-sonnet,0.2224,1100,0.21364966793644213,True
INT008397,2025-03-28 10:38:08+00:00,content_writing,anthropic,claude-3.5-sonnet,0.31936,1409,0.21330236919842266,True
INT008372,2025-02-04 10:19:20+00:00,content_writing,local,custom-local-8b,0.00312,831,0.2120000524287318,True
INT008914,2025-02-08 11:36:28+00:00,customer_support,openai,gpt-4.1,0.4639999999999999,2402,0.2112198235121398,True
INT006069,2025-04-30 02:41:52+00:00,customer_support,mistral,mistral-large,0.1716,1936,0.21116374683942493,True
INT003044,2025-03-26 22:34:12+00:00,customer_support,meta,llama-3.1-8b,0.13544,2033,0.21027297774813644,True
INT007155,2025-03-11 02:52:55+00:00,content_writing,google,gemini-1.5-pro,0.3500799999999999,773,0.20995432516374754,True
INT000980,2025-02-03 15:04:54+00:00,customer_support,meta,llama-3.1-8b,0.0512,691,0.2092275371446673,True
INT006937,2025-02-06 14:45:07+00:00,content_writing,meta,llama-3.1-70b,0.0698,758,0.20922086548208352,True
INT008859,2025-02-11 19:23:19+00:00,customer_support,openai,gpt-4.1,0.2712,2567,0.20910872203207764,True
INT000952,2025-03-31 13:33:45+00:00,content_writing,openai,gpt-4o-mini,0.00892,451,0.20831999527685158,True
INT002412,2025-04-01 16:48:26+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.28256,698,0.20723922404535297,True
INT007985,2025-03-19 10:27:15+00:00,internal_qa,meta,llama-3.1-70b,0.356,871,0.20683025113140716,True
INT006121,2025-04-04 11:17:59+00:00,data_analysis,openai,gpt-4.1,0.6192,1110,0.20682984272990887,True
INT005820,2025-04-03 05:23:04+00:00,customer_support,mistral,mistral-large,0.0915599999999999,2851,0.20675224076334245,True
INT008217,2025-04-18 15:04:56+00:00,customer_support,openai,gpt-4.1,0.28,1262,0.20665446414209068,True
INT002170,2025-03-30 04:10:58+00:00,customer_support,local,custom-local-8b,0.0054,1340,0.20636151768750666,True
INT005058,2025-02-15 22:59:37+00:00,customer_support,local,custom-local-8b,0.00588,970,0.20634636569693454,True
INT007473,2025-03-11 03:06:41+00:00,content_writing,anthropic,claude-3.5-sonnet,0.1318399999999999,1512,0.2062213474728549,True
INT000056,2025-04-21 15:35:05+00:00,customer_support,anthropic,claude-3.5-sonnet,0.56704,1189,0.20558685968629012,True
INT007132,2025-03-21 16:50:15+00:00,customer_support,anthropic,claude-3.5-sonnet,0.42624,1565,0.2051163612262536,True
INT001847,2025-03-28 12:52:55+00:00,customer_support,local,custom-local-8b,0.0077599999999999,2040,0.20511433571865564,True
INT004731,2025-02-10 17:12:45+00:00,content_writing,openai,gpt-4.1,0.6416,1056,0.2046417766045238,True
INT002163,2025-04-19 22:13:32+00:00,brainstorming,local,custom-local-8b,0.00308,1417,0.20408064175883636,True
INT007258,2025-04-21 15:45:42+00:00,customer_support,meta,llama-3.1-8b,0.0228,1227,0.20402538030065656,True
INT002047,2025-03-11 02:31:06+00:00,content_writing,google,gemini-1.5-pro,0.4127999999999999,1110,0.20357032472832345,True
INT001907,2025-02-06 01:27:53+00:00,internal_qa,mistral,mistral-large,0.06492,749,0.2034492471892749,True
INT002823,2025-02-10 15:49:23+00:00,content_writing,openai,gpt-4.1,0.5072,728,0.2026544241753036,True
INT006216,2025-03-30 05:04:21+00:00,customer_support,google,gemini-1.5-pro,0.4860799999999999,1066,0.2023197699248433,True
INT004827,2025-02-08 10:13:11+00:00,customer_support,meta,llama-3.1-8b,0.1258,1606,0.2020156072472803,True
INT008548,2025-03-28 10:43:05+00:00,content_writing,openai,gpt-4o-mini,0.02256,1099,0.20184795536112796,True
INT004183,2025-03-28 10:14:47+00:00,content_writing,meta,llama-3.1-70b,0.1936,868,0.20162338536262792,True
INT006666,2025-04-01 16:51:17+00:00,brainstorming,openai,gpt-4o-mini,0.0126,1512,0.20093575630276603,True
INT006123,2025-04-04 11:29:47+00:00,data_analysis,meta,llama-3.1-8b,0.02192,1860,0.2007577986318847,True
INT006068,2025-02-03 15:21:58+00:00,customer_support,meta,llama-3.1-8b,0.09076,1007,0.20055732255481978,True
INT000222,2025-03-11 02:18:22+00:00,content_writing,anthropic,claude-3.5-sonnet,0.3254399999999999,1010,0.20037467261775915,True
INT001242,2025-04-19 21:42:30+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.06912,1141,0.2003432597631659,True
INT005753,2025-02-21 08:55:21+00:00,customer_support,meta,llama-3.1-70b,0.1408,571,0.2001948162623472,True
INT007666,2025-03-11 03:07:30+00:00,content_writing,meta,llama-3.1-70b,0.0812,811,0.19974251668162626,True
INT002437,2025-03-31 13:59:08+00:00,content_writing,meta,llama-3.1-70b,0.0886,584,0.19957828433365196,True
INT004181,2025-03-11 02:42:37+00:00,content_writing,anthropic,claude-3.5-sonnet,0.4911999999999999,1198,0.1995498694827317,True
INT006324,2025-04-19 22:26:39+00:00,brainstorming,local,custom-local-8b,0.0022,1817,0.19942501858992667,True
INT000665,2025-02-26 23:10:41+00:00,customer_support,meta,llama-3.1-8b,0.0619199999999999,1485,0.19941082593821197,True
INT005599,2025-04-13 23:18:35+00:00,content_writing,anthropic,claude-3.5-sonnet,0.2623999999999999,2180,0.198871704753502,True
INT000189,2025-03-11 01:03:53+00:00,customer_support,openai,gpt-4.1,0.1883999999999999,3504,0.19869474157569939,True
INT007543,2025-02-26 05:29:53+00:00,brainstorming,google,gemini-1.5-pro,0.03648,751,0.19863395951791948,True
INT004415,2025-03-28 10:15:54+00:00,content_writing,meta,llama-3.1-70b,0.2256,1101,0.19854617500339297,True
INT007123,2025-03-25 21:53:19+00:00,content_writing,meta,llama-3.1-70b,0.2828,1988,0.19853583652807907,True
INT002015,2025-04-11 16:36:26+00:00,data_analysis,meta,llama-3.1-8b,0.07804,1972,0.1983595099815759,True
INT007383,2025-02-03 15:29:38+00:00,customer_support,local,custom-local-8b,0.00688,536,0.19824587852540404,True
INT006954,2025-04-21 07:47:20+00:00,customer_support,local,custom-local-8b,0.00624,1264,0.19796474698419747,True
INT006991,2025-02-08 11:17:54+00:00,customer_support,mistral,mistral-large,0.1672799999999999,902,0.19767458189058876,True
INT008935,2025-03-25 21:54:13+00:00,content_writing,meta,llama-3.1-8b,0.0732,816,0.19736317877367393,True
INT007421,2025-04-04 06:22:58+00:00,brainstorming,openai,gpt-4o-mini,0.00468,1471,0.19728873684817622,True
INT007520,2025-04-03 13:35:24+00:00,customer_support,meta,llama-3.1-8b,0.08304,3630,0.1969259806650207,True
INT004661,2025-03-04 08:35:56+00:00,data_analysis,meta,llama-3.1-8b,0.04476,501,0.19671551116803684,True
INT007660,2025-02-08 11:25:02+00:00,customer_support,openai,gpt-4.1,0.4468,573,0.1959051516320262,True
INT007786,2025-03-26 22:39:33+00:00,customer_support,openai,gpt-4o-mini,0.0501599999999999,786,0.1958986213284822,True
INT008356,2025-03-21 17:21:55+00:00,customer_support,google,gemini-1.5-pro,0.4886399999999999,1053,0.1958617109384666,True
INT003238,2025-03-21 15:10:25+00:00,customer_support,google,gemini-1.5-pro,0.27264,1310,0.19549970466787595,True
INT001006,2025-02-03 15:05:09+00:00,customer_support,mistral,mistral-large,0.19524,996,0.19450824266196087,True
INT001475,2025-02-06 01:26:49+00:00,internal_qa,openai,gpt-4o-mini,0.0393199999999999,1849,0.19449203708757787,True
INT000329,2025-03-30 03:41:58+00:00,customer_support,meta,llama-3.1-8b,0.0408,820,0.1943726407249961,True
INT005027,2025-03-04 08:39:02+00:00,data_analysis,meta,llama-3.1-70b,0.2104,1962,0.19432163778537342,True
INT000843,2025-03-30 03:45:02+00:00,customer_support,google,gemini-1.5-pro,0.7711999999999999,1462,0.19385609556211716,True
INT006386,2025-04-08 17:27:14+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.27808,1037,0.1934959045280057,True
INT008587,2025-04-19 10:30:32+00:00,customer_support,local,custom-local-8b,0.00156,555,0.19345524614658707,True
INT004067,2025-02-10 16:45:39+00:00,content_writing,openai,gpt-4.1,0.3236,2418,0.1933737295997898,True
INT007492,2025-04-21 15:51:16+00:00,customer_support,local,custom-local-8b,0.00904,453,0.1917673475460997,True
INT005031,2025-03-26 00:11:22+00:00,content_writing,google,gemini-1.5-pro,0.4953599999999999,865,0.1915406416493772,True
INT004521,2025-04-18 14:45:19+00:00,customer_support,meta,llama-3.1-70b,0.2048,1870,0.19110995046097198,True
INT004024,2025-02-06 01:40:47+00:00,internal_qa,mistral,mistral-large,0.1116,1073,0.19092256505520924,True
INT007600,2025-04-01 17:12:13+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.26656,1605,0.19042735429259836,True
INT006277,2025-03-31 14:03:14+00:00,content_writing,mistral,mistral-large,0.0676799999999999,571,0.1898407836298916,True
INT006343,2025-02-03 22:01:34+00:00,brainstorming,google,gemini-1.5-pro,0.29408,659,0.18983565868930963,True
INT000547,2025-03-19 08:50:44+00:00,brainstorming,mistral,mistral-large,0.01836,1418,0.1897669991882546,True
INT006968,2025-04-01 17:10:16+00:00,brainstorming,meta,llama-3.1-70b,0.311,1524,0.18972860501470243,True
INT004282,2025-04-13 22:34:40+00:00,content_writing,google,gemini-1.5-pro,0.30592,1275,0.18970986924376568,True
INT002647,2025-02-03 16:01:51+00:00,customer_support,mistral,mistral-large,0.1644,955,0.18957989652335575,True
INT000053,2025-02-15 13:19:39+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.15072,951,0.18946533704377397,True
INT003068,2025-03-31 14:02:53+00:00,content_writing,mistral,mistral-large,0.11232,1246,0.18904161004211964,True
INT001705,2025-04-01 16:40:53+00:00,brainstorming,openai,gpt-4.1,0.3416,867,0.1888891071033434,True
INT000158,2025-02-03 20:12:16+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.44736,913,0.18888612643122635,True
INT005417,2025-02-17 07:10:38+00:00,brainstorming,openai,gpt-4.1,0.3192,781,0.18865029159948857,True
INT004125,2025-04-19 21:41:04+00:00,brainstorming,google,gemini-1.5-pro,0.6550400000000001,1573,0.18849785453066611,True
INT007940,2025-02-04 10:06:45+00:00,content_writing,google,gemini-1.5-pro,0.31648,1897,0.18839312998828114,True
INT003066,2025-04-30 09:34:42+00:00,brainstorming,openai,gpt-4o-mini,0.01172,937,0.1881727570495326,True
INT007262,2025-04-24 17:05:20+00:00,brainstorming,google,gemini-1.5-pro,0.31264,1772,0.1873704686019506,True
INT004779,2025-02-26 22:53:34+00:00,brainstorming,openai,gpt-4o-mini,0.00944,725,0.18706838018848837,True
INT005904,2025-04-30 10:41:29+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.20192,1158,0.1870483799358555,True
INT007936,2025-04-24 17:09:12+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.44608,998,0.1870456520995663,True
INT008830,2025-04-11 18:27:01+00:00,data_analysis,anthropic,claude-3.5-sonnet,0.15392,2646,0.18700782946881386,True
INT007001,2025-02-26 23:39:09+00:00,brainstorming,google,gemini-1.5-pro,0.26752,846,0.18688050475133752,True
INT006457,2025-02-03 15:28:34+00:00,customer_support,meta,llama-3.1-70b,0.2958,2343,0.1864481604122579,True
INT006536,2025-02-26 05:09:55+00:00,brainstorming,meta,llama-3.1-70b,0.1772,596,0.18606222410546525,True
INT006711,2025-04-19 22:43:12+00:00,brainstorming,meta,llama-3.1-8b,0.05204,1316,0.1860586820968379,True
INT005853,2025-02-04 09:57:33+00:00,content_writing,openai,gpt-4o-mini,0.01848,1004,0.18603573168443432,True
INT007322,2025-02-15 13:58:50+00:00,brainstorming,local,custom-local-8b,0.00456,1150,0.18601732304011231,True
INT006738,2025-02-03 16:18:29+00:00,customer_support,mistral,mistral-large,0.08856,1667,0.18575898443850522,True
INT003504,2025-03-28 10:06:52+00:00,content_writing,mistral,mistral-large,0.1668,1030,0.18567685509732335,True
INT007265,2025-02-26 23:44:05+00:00,brainstorming,openai,gpt-4o-mini,0.0100399999999999,1044,0.18525753697587838,True
INT002021,2025-04-13 22:20:32+00:00,content_writing,mistral,mistral-large,0.25356,1607,0.18485816186623832,True
INT008160,2025-02-21 09:58:29+00:00,customer_support,openai,gpt-4.1,0.6748,1132,0.1846819664924564,True
INT003794,2025-03-11 02:35:06+00:00,content_writing,meta,llama-3.1-8b,0.0846399999999999,1375,0.18423817152574629,True
INT000183,2025-04-01 16:32:25+00:00,brainstorming,google,gemini-1.5-pro,0.0848,2688,0.18397988235272472,True
INT003343,2025-03-11 02:33:56+00:00,content_writing,meta,llama-3.1-8b,0.10188,1391,0.18371651109846499,True
INT004320,2025-02-06 01:40:59+00:00,internal_qa,openai,gpt-4o-mini,0.01252,2652,0.1833869328699898,True
INT003131,2025-03-19 08:51:45+00:00,brainstorming,openai,gpt-4o-mini,0.01112,1277,0.18338416284833786,True
INT000629,2025-02-03 21:31:07+00:00,brainstorming,openai,gpt-4o-mini,0.01384,1261,0.1826416015867444,True
INT008520,2025-03-28 10:42:37+00:00,content_writing,meta,llama-3.1-70b,0.1564,701,0.18256257341540658,True
INT003657,2025-04-08 16:54:18+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.23424,1703,0.18215339971536873,True
INT008825,2025-04-19 10:36:03+00:00,customer_support,meta,llama-3.1-70b,0.2738,833,0.18149790282254072,True
INT005422,2025-04-13 22:37:02+00:00,content_writing,openai,gpt-4o-mini,0.01308,1271,0.1813889002953509,True
INT008425,2025-04-19 22:54:57+00:00,brainstorming,meta,llama-3.1-8b,0.03288,1540,0.18133868091697083,True
INT006297,2025-04-30 10:46:02+00:00,brainstorming,google,gemini-1.5-pro,0.58528,1310,0.18116472129378766,True
INT007242,2025-02-13 23:05:50+00:00,content_writing,local,custom-local-8b,0.00224,1152,0.18098901244860657,True
INT004832,2025-02-26 04:54:16+00:00,brainstorming,local,custom-local-8b,0.00516,1900,0.1807532396972648,True
INT001418,2025-03-13 09:43:29+00:00,content_writing,google,gemini-1.5-pro,0.20576,704,0.18039890292371394,True
INT007089,2025-02-21 09:28:06+00:00,customer_support,openai,gpt-4.1,0.2808,1689,0.18038251216546627,True
INT008732,2025-03-17 15:25:53+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.47584,719,0.18030401553942854,True
INT008426,2025-02-14 00:16:10+00:00,content_writing,anthropic,claude-3.5-sonnet,0.14272,1118,0.18026420705871543,True
INT000636,2025-03-28 09:51:57+00:00,content_writing,meta,llama-3.1-8b,0.09484,736,0.18013209350974166,True
INT000737,2025-03-31 13:33:36+00:00,content_writing,openai,gpt-4.1,0.4692,1448,0.18000839873400626,True
INT008566,2025-02-04 10:34:07+00:00,content_writing,openai,gpt-4o-mini,0.0395999999999999,1550,0.17998220861693418,True
INT000161,2025-02-15 13:25:55+00:00,brainstorming,mistral,mistral-large,0.23064,1259,0.1796483558982306,True
INT003727,2025-02-04 09:06:06+00:00,content_writing,openai,gpt-4o-mini,0.01096,475,0.17942604268401754,True
INT004464,2025-02-17 07:05:49+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.23424,2265,0.17891360569104164,True
INT008666,2025-03-30 05:13:51+00:00,customer_support,openai,gpt-4.1,0.3596,1581,0.1780481815784154,True
INT007406,2025-02-17 07:19:25+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.42688,638,0.17790304134104742,True
INT003852,2025-03-16 18:45:53+00:00,content_writing,local,custom-local-8b,0.00492,831,0.17762811450609073,True
INT004227,2025-03-26 05:10:56+00:00,brainstorming,local,custom-local-8b,0.0042,729,0.17738738083732672,True
INT005380,2025-03-30 04:59:37+00:00,customer_support,mistral,mistral-large,0.12396,930,0.177090399348998,True
INT005040,2025-03-21 16:21:53+00:00,customer_support,google,gemini-1.5-pro,0.38528,1731,0.17687263603166237,True
INT003625,2025-02-13 23:01:27+00:00,content_writing,google,gemini-1.5-pro,0.47872,1388,0.17660158971931342,True
INT007118,2025-04-21 07:50:41+00:00,customer_support,meta,llama-3.1-70b,0.1982,877,0.17595966988806702,True
INT003770,2025-02-17 07:00:10+00:00,brainstorming,mistral,mistral-large,0.04788,1705,0.17589642295153687,True
INT003980,2025-03-17 15:11:15+00:00,brainstorming,meta,llama-3.1-8b,0.06424,922,0.1756894290438271,True
INT001460,2025-02-07 08:32:09+00:00,brainstorming,google,gemini-1.5-pro,0.4064,964,0.1755516345101327,True
INT005619,2025-02-26 23:25:14+00:00,brainstorming,meta,llama-3.1-8b,0.0307999999999999,1188,0.17471114183917089,True
INT007085,2025-02-15 10:43:38+00:00,content_writing,google,gemini-1.5-pro,0.3408,1179,0.17452901261759254,True
INT003444,2025-04-19 10:23:41+00:00,customer_support,meta,llama-3.1-8b,0.1147199999999999,1818,0.17423438828067295,True
INT000321,2025-04-08 16:37:29+00:00,brainstorming,meta,llama-3.1-70b,0.1606,1136,0.1739971018261742,True
INT007385,2025-04-19 21:50:15+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.34752,1014,0.1737618002358299,True
INT004353,2025-04-30 10:11:18+00:00,brainstorming,local,custom-local-8b,0.00608,2654,0.17348854409993514,True
INT004798,2025-04-30 10:28:54+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.3500799999999999,1863,0.17338788620135284,True
INT004952,2025-02-03 21:56:57+00:00,brainstorming,meta,llama-3.1-70b,0.3522,1499,0.17318554515758228,True
INT000480,2025-04-01 16:33:44+00:00,brainstorming,mistral,mistral-large,0.11808,450,0.17313553530413886,True
INT005520,2025-04-19 22:15:50+00:00,brainstorming,openai,gpt-4o-mini,0.03052,2022,0.17299314974796776,True
INT008050,2025-02-26 05:32:16+00:00,brainstorming,openai,gpt-4o-mini,0.02156,1210,0.17255471257144392,True
INT007612,2025-04-30 11:27:18+00:00,brainstorming,meta,llama-3.1-8b,0.03344,1098,0.1718868510827952,True
INT007233,2025-04-30 10:57:48+00:00,brainstorming,openai,gpt-4o-mini,0.03624,1767,0.17139641771716754,True
INT006781,2025-03-21 16:33:18+00:00,customer_support,openai,gpt-4o-mini,0.04248,1753,0.17090473040571538,True
INT003933,2025-04-23 21:31:35+00:00,customer_support,anthropic,claude-3.5-sonnet,0.072,1003,0.1708102946174568,True
INT000074,2025-03-31 12:16:25+00:00,content_writing,google,gemini-1.5-pro,0.25536,1751,0.17071368968899633,True
INT006168,2025-04-04 06:21:32+00:00,brainstorming,openai,gpt-4.1,0.2116,775,0.17007034807039126,True
INT006091,2025-03-28 12:58:00+00:00,customer_support,meta,llama-3.1-70b,0.299,548,0.16994983831007726,True
INT008997,2025-04-14 00:33:49+00:00,content_writing,meta,llama-3.1-70b,0.2508,1248,0.16980060913356942,True
INT001239,2025-02-26 22:46:23+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.21664,2438,0.16961716720662545,True
INT004447,2025-02-03 21:44:05+00:00,brainstorming,meta,llama-3.1-70b,0.179,595,0.169487566477015,True
INT005681,2025-04-08 17:05:18+00:00,brainstorming,anthropic,claude-3.5-sonnet,0.3033599999999999,2261,0.16905044327538224,True
INT008881,2025-03-31 13:34:11+00:00,content_writing,anthropic,claude-3.5-sonnet,0.7590399999999999,1504,0.16902577346211894,True
INT000155,2025-04-13 21:55:23+00:00,content_writing,openai,gpt-4o-mini,0.02004,2090,0.16835046506461857,True
INT004044,2025-02-07 08:39:51+00:00,brainstorming,google,gemini-1.5-pro,0.7900799999999999,1247,0.1683334888220822,True
INT003114,2025-02-26 04:38:01+00:00,brainstorming,mistral,mistral-large,0.09492,1480,0.168148280494211,True
INT003436,2025-03-17 14:54:57+00:00,brainstorming,meta,llama-3.1-8b,0.03812,2125,0.1673862118738515,True
INT004269,2025-03-16 18:55:39+00:00,content_writing,meta,llama-3.1-70b,0.2077999999999999,979,0.16659808268509957,True
INT002425,2025-03-07 21:47:55+00:00,customer_support,anthropic,claude-3.5-sonnet,0.16192,4534,0.16655571087680962,True
INT006678,2025-04-13 23:36:16+00:00,content_writing,openai,gpt-4o-mini,0.03308,845,0.16645750277308488,True
INT002250,2025-02-04 08:26:06+00:00,content_writing,meta,llama-3.1-70b,0.1916,1871,0.16638799231847054,True
INT005561,2025-04-30 10:38:12+00:00,brainstorming,meta,llama-3.1-70b,0.257,1621,0.16635598352150152,True
INT003753,2025-02-26 04:51:00+00:00,brainstorming,openai,gpt-4o-mini,0.01144,1025,0.16594118139972588,True
INT003166,2025-04-19 20:53:12+00:00,brainstorming,local,custom-local-8b,0.0044,1834,0.165835320886937,True
INT001586,2025-02-15 13:30:33+00:00,brainstorming,openai,gpt-4.1,0.1712,950,0.16556827170365224,True
INT000448,2025-04-19 21:26:55+00:00,brainstorming,mistral,mistral-large,0.11748,923,0.16548556142939075,True
INT003699,2025-04-30 10:06:26+00:00,brainstorming,meta,llama-3.1-70b,0.2188,1665,0.1649111997163176,True
INT003150,2025-04-19 22:13:46+00:00,brainstorming,meta,llama-3.1-8b,0.08408,1859,0.16472953257079065,True
INT001198,2025-03-16 18:43:44+00:00,content_writing,google,gemini-1.5-pro,0.43648,1795,0.16459547337428976,True
INT006723,2025-04-14 00:09:18+00:00,content_writing,meta,llama-3.1-8b,0.09616,1521,0.16414711613331476,True
INT001647,2025-04-30 08:39:16+00:00,brainstorming,openai,gpt-4o-mini,0.0209999999999999,522,0.16412187826299493,True
INT007444,2025-04-30 11:25:03+00:00,brainstorming,meta,llama-3.1-8b,0.05976,1538,0.16401340124624508,True
INT003471,2025-04-30 09:57:00+00:00,brainstorming,openai,gpt-4o-mini,0.0363599999999999,941,0.16398215526546536,True
INT008221,2025-03-26 00:25:50+00:00,content_writing,google,gemini-1.5-pro,0.39392,1933,0.16394819885029674,True
INT006583,2025-04-19 10:24:53+00:00,customer_support,meta,llama-3.1-8b,0.02608,1244,0.16305228591590695,True
INT002395,2025-03-31 12:27:36+00:00,content_writing,meta,llama-3.1-70b,0.1686,1232,0.1629872923310427,True
INT007681,2025-04-30 11:43:28+00:00,brainstorming,openai,gpt-4.1,0.3688,1260,0.1627966612303854,True
INT000883,2025-02-26 22:44:15+00:00,brainstorming,meta,llama-3.1-8b,0.08332,922,0.1625151758570589,True
INT003000,2025-03-21 14:18:00+00:00,customer_support,meta,llama-3.1-70b,0.328,783,0.16199548520613682,True
INT006032,2025-02-04 10:02:39+00:00,content_writing,openai,gpt-4.1,0.1636,2073,0.16193948015849405,True
INT005876,2025-04-08 17:09:19+00:00,brainstorming,openai,gpt-4.1,0.3004,1457,0.16178533296135417,True
INT001568,2025-02-13 22:18:11+00:00,brainstorming,openai,gpt-4o-mini,0.01432,1126,0.16147575790929578,True
INT005129,2025-02-15 13:36:24+00:00,brainstorming,meta,llama-3.1-8b,0.05796,738,0.16116146526139755,True
INT008580,2025-02-15 13:59:49+00:00,brainstorming,meta,llama-3.1-70b,0.3152,982,0.16062015828646245,True
INT000359,2025-04-19 20:29:59+00:00,brainstorming,openai,gpt-4o-mini,0.0404,1297,0.15993205676664218,True
INT001287,2025-03-13 09:35:02+00:00,content_writing,openai,gpt-4.1,0.2324,1061,0.1599075065502457,True
INT001259,2025-04-04 06:20:27+00:00,brainstorming,meta,llama-3.1-8b,0.06684,753,0.1596086181587436,True
INT003953,2025-04-23 21:41:58+00:00,customer_support,meta,llama-3.1-8b,0.07728,1638,0.15919894887299538,True
INT004461,2025-02-15 10:32:50+00:00,content_writing,openai,gpt-4.1,0.4571999999999999,1504,0.15885585878400668,True
INT000899,2025-04-19 10:04:31+00:00,customer_support,openai,gpt-4o-mini,0.03256,1045,0.15866377295296388,True
INT002540,2025-04-23 21:29:19+00:00,customer_support,google,gemini-1.5-pro,0.784,1200,0.15863937621069926,True
INT001810,2025-04-08 16:38:22+00:00,brainstorming,mistral,mistral-large,0.15624,979,0.15831292219128956,True
INT004987,2025-03-30 04:38:15+00:00,customer_support,anthropic,claude-3.5-sonnet,0.37856,346,0.15810384927197946,True
INT003719,2025-02-06 01:33:52+00:00,internal_qa,openai,gpt-4.1,0.258,3458,0.15797479542083157,True
INT008772,2025-04-19 22:23:01+00:00,brainstorming,meta,llama-3.1-70b,0.1944,870,0.15777248999798582,True
INT004978,2025-02-26 05:00:14+00:00,brainstorming,mistral,mistral-large,0.02496,1945,0.15771796292013712,True
INT005555,2025-02-26 23:24:43+00:00,brainstorming,openai,gpt-4.1,0.4619999999999999,1463,0.1571839741725757,True
INT000530,2025-04-13 22:15:14+00:00,content_writing,mistral,mistral-large,0.19584,1444,0.1570973002014011,True
INT005024,2025-02-15 10:40:15+00:00,content_writing,openai,gpt-4.1,0.6335999999999999,1501,0.15647954233100056,True
INT005267,2025-02-03 21:58:06+00:00,brainstorming,openai,gpt-4.1,0.5616,646,0.15644498642404953,True
INT002099,2025-04-30 09:34:29+00:00,brainstorming,mistral,mistral-large,0.14652,926,0.15637309655830411,True
INT006440,2025-03-31 13:05:36+00:00,content_writing,local,custom-local-8b,0.0072,753,0.1555079206533852,True
INT007295,2025-03-16 18:56:41+00:00,content_writing,meta,llama-3.1-70b,0.1042,2009,0.15549566671239531,True
INT000858,2025-04-01 16:39:23+00:00,brainstorming,openai,gpt-4.1,0.522,445,0.15536076013132102,True
INT002057,2025-03-16 18:45:03+00:00,content_writing,meta,llama-3.1-70b,0.1901999999999999,648,0.15520291376867862,True
INT005412,2025-02-07 08:52:43+00:00,brainstorming,mistral,mistral-large,0.05904,1351,0.15517883276875222,True
INT007519,2025-02-13 23:19:51+00:00,content_writing,meta,llama-3.1-8b,0.06884,1790,0.1546310904557834,True
INT001362,2025-04-19 20:38:36+00:00,brainstorming,google,gemini-1.5-pro,0.3740799999999999,524,0.154442246096764,True
